"","PID","Date","Start_Time","End_Time","Condition","Trial","Stimulus","Choice","IntBefore","IntAfter","ERQ_Supp","ERQ_Reapp","DERS","DERS_Nonaccept","DERS_Goals","DERS_Impulse","DERS_Awareness","DERS_Strategies","DERS_Clarity","IUS","IUS_F1","IUS_F2","Horror_Enjoy","Familiarity","Familiar_specific","Age","Gender_Identity","Sex","Race","Marital_Status","Edu_Num","Edu_Cat","Failures","ScreenWidth","ScreenHeight","WebAudio","Browser","Browser_Version","MobileUsed","OS","FullScreenUsed","VSync_Rate_Avg","VSync_Rate_SD","Attention_Check","Difficulties","Questions","RT_sec_Choice","RT_sec_IntBefore","RT_sec_IntAfter","RT_sec_ERQ","RT_sec_DERS","RT_sec_IUS","IntReduce","Effort","Success","RT_sec_IntReduce","RT_sec_Effort","RT_sec_Success","Income","Time_Taken"
"60","sub-014","2023-10-14","21:35:58","21:56:25","Strategy Forecast",4,"ARF1665","Neither","33","38",12,20,59,5,12,4,20,6,12,24,16,8,6,"No",NA,"28","Female","Female","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,1280,800,TRUE,"safari","13.1.2",FALSE,"Mac OS",TRUE,59.784,0.0328633534503112,4,"","",3.88,7.34,9.165,84.319,187.426,43.276,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1227
"61","sub-015","2023-10-14","22:31:9","22:59:33","Strategy Forecast",1,"CNL1892","Reappraisal","0","70",18,26,88,6,17,3,28,20,14,33,15,18,3,"No",NA,"34","Male","Male","White or Caucasian","Single","15","Vocational / technical / trade training",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.394,0.377862408820988,4,"The slider used before watch the video doesn't work very well. It worked fine AFTER I saw each clips, but not before.","I would love to know what movie/show the second clip is from.",22.845,19.305,33.359,104.539,172.402,74.695,"85",2,4,14.618,12.914,17.966,"$50,001 - $75,000",1704
"62","sub-015","2023-10-14","22:31:9","22:59:33","Strategy Forecast",2,"HIU8424","Distraction","60","90",18,26,88,6,17,3,28,20,14,33,15,18,3,"No",NA,"34","Male","Male","White or Caucasian","Single","15","Vocational / technical / trade training",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.394,0.377862408820988,4,"The slider used before watch the video doesn't work very well. It worked fine AFTER I saw each clips, but not before.","I would love to know what movie/show the second clip is from.",4.067,15.706,25.94,104.539,172.402,74.695,"80",5,1,35.844,34.503,11.256,"$50,001 - $75,000",1704
"63","sub-015","2023-10-14","22:31:9","22:59:33","Strategy Forecast",3,"ARF1665","Distraction","60","65",18,26,88,6,17,3,28,20,14,33,15,18,3,"No",NA,"34","Male","Male","White or Caucasian","Single","15","Vocational / technical / trade training",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.394,0.377862408820988,4,"The slider used before watch the video doesn't work very well. It worked fine AFTER I saw each clips, but not before.","I would love to know what movie/show the second clip is from.",29.194,4.925,17.004,104.539,172.402,74.695,"85",1,5,16.56,4.777,3.488,"$50,001 - $75,000",1704
"64","sub-015","2023-10-14","22:31:9","22:59:33","Strategy Forecast",4,"FGV3524","Neither","50","30",18,26,88,6,17,3,28,20,14,33,15,18,3,"No",NA,"34","Male","Male","White or Caucasian","Single","15","Vocational / technical / trade training",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.394,0.377862408820988,4,"The slider used before watch the video doesn't work very well. It worked fine AFTER I saw each clips, but not before.","I would love to know what movie/show the second clip is from.",9.735,6.753,19.499,104.539,172.402,74.695,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1704
"65","sub-016","2023-10-14","23:22:47","23:41:6","Strategy Forecast",1,"HIU8424","Reappraisal","0","95",11,14,56,4,7,2,25,9,9,14,8,6,1,"No",NA,"64","Male","Male","White or Caucasian","Divorced","15","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.392,0.435281518100643,4,"The slider bars didn't work well, either with mouse of trackpad","",12.075,4.797,8.975,40.752,134.748,47.73,"24",3,1,14.295,7.811,4.395,"$15,001 - $25,000",1099
"66","sub-016","2023-10-14","23:22:47","23:41:6","Strategy Forecast",2,"ARF1665","Reappraisal","3","78",11,14,56,4,7,2,25,9,9,14,8,6,1,"No",NA,"64","Male","Male","White or Caucasian","Divorced","15","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.392,0.435281518100643,4,"The slider bars didn't work well, either with mouse of trackpad","",4.658,21.977,20.912,40.752,134.748,47.73,"57",0,3,17.191,7.98,3.412,"$15,001 - $25,000",1099
"67","sub-016","2023-10-14","23:22:47","23:41:6","Strategy Forecast",3,"FGV3524","Neither","7","66",11,14,56,4,7,2,25,9,9,14,8,6,1,"No",NA,"64","Male","Male","White or Caucasian","Divorced","15","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.392,0.435281518100643,4,"The slider bars didn't work well, either with mouse of trackpad","",5.091,20.284,9.798,40.752,134.748,47.73,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1099
"68","sub-016","2023-10-14","23:22:47","23:41:6","Strategy Forecast",4,"CNL1892","Neither","11","75",11,14,56,4,7,2,25,9,9,14,8,6,1,"No",NA,"64","Male","Male","White or Caucasian","Divorced","15","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.392,0.435281518100643,4,"The slider bars didn't work well, either with mouse of trackpad","",3.709,6.211,6.455,40.752,134.748,47.73,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1099
"69","sub-017","2023-10-14","23:27:30","23:50:20","Strategy Forecast",1,"ARF1665","Distraction","57","86",15,30,102,15,15,11,23,20,18,32,20,12,2,"No",NA,"35","Female","Female","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,61.008,0.27261694738222,4,"","",20.764,8.99,9.169,97.333,216.878,82.632,"63",1,3,18.361,32.406,15.94,"$35,001 - $50,000",1370
"70","sub-017","2023-10-14","23:27:30","23:50:20","Strategy Forecast",2,"CNL1892","Distraction","71","60",15,30,102,15,15,11,23,20,18,32,20,12,2,"No",NA,"35","Female","Female","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,61.008,0.27261694738222,4,"","",5.903,6.501,8.01,97.333,216.878,82.632,"57",3,2,8.248,13.45,3.778,"$35,001 - $50,000",1370
"71","sub-017","2023-10-14","23:27:30","23:50:20","Strategy Forecast",3,"FGV3524","Distraction","59","57",15,30,102,15,15,11,23,20,18,32,20,12,2,"No",NA,"35","Female","Female","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,61.008,0.27261694738222,4,"","",3.698,6.269,6.546,97.333,216.878,82.632,"58",2,2,7.016,3.077,10.075,"$35,001 - $50,000",1370
"72","sub-017","2023-10-14","23:27:30","23:50:20","Strategy Forecast",4,"HIU8424","Reappraisal","56","75",15,30,102,15,15,11,23,20,18,32,20,12,2,"No",NA,"35","Female","Female","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,61.008,0.27261694738222,4,"","",4.892,3.514,5.45,97.333,216.878,82.632,"46",1,4,6.993,3.945,4.871,"$35,001 - $50,000",1370
"73","sub-018","2023-10-14","23:37:17","23:53:12","Strategy Use",1,"ARF1665","Distraction","11","79",14,26,52,1,9,8,20,4,10,10,8,2,4,"No",NA,"40","Male","Male","Asian","Married","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.578,0.399274341775178,4,"","",6.553,5.47,11.73,35.635,94.191,38.196,"64",4,3,8.12,6.291,3.287,"Over $150,000",955
"74","sub-018","2023-10-14","23:37:17","23:53:12","Strategy Use",2,"FGV3524","Neither","79","31",14,26,52,1,9,8,20,4,10,10,8,2,4,"No",NA,"40","Male","Male","Asian","Married","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.578,0.399274341775178,4,"","",3.871,9.39,6.766,35.635,94.191,38.196,NA,NA,NA,NA,NA,NA,"Over $150,000",955
"75","sub-018","2023-10-14","23:37:17","23:53:12","Strategy Use",3,"HIU8424","Reappraisal","32","71",14,26,52,1,9,8,20,4,10,10,8,2,4,"No",NA,"40","Male","Male","Asian","Married","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.578,0.399274341775178,4,"","",3.36,5.226,10.825,35.635,94.191,38.196,"59",3,3,5.438,5.587,2.539,"Over $150,000",955
"76","sub-018","2023-10-14","23:37:17","23:53:12","Strategy Use",4,"CNL1892","Neither","64","64",14,26,52,1,9,8,20,4,10,10,8,2,4,"No",NA,"40","Male","Male","Asian","Married","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.578,0.399274341775178,4,"","",2.336,3.678,10.955,35.635,94.191,38.196,NA,NA,NA,NA,NA,NA,"Over $150,000",955
"77","sub-019","2023-10-14","23:36:6","23:59:1","Strategy Use",1,"CNL1892","Neither","74","75",10,22,81,7,17,9,18,24,6,25,16,9,3,"No",NA,"39","Female","Female","White or Caucasian","Married","9","Some high school",FALSE,1536,864,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.31,0.371214223865411,4,"","",8.703,10.439,6.488,100.671,147.67,63.606,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1375
"78","sub-019","2023-10-14","23:36:6","23:59:1","Strategy Use",2,"ARF1665","Distraction","61","100",10,22,81,7,17,9,18,24,6,25,16,9,3,"No",NA,"39","Female","Female","White or Caucasian","Married","9","Some high school",FALSE,1536,864,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.31,0.371214223865411,4,"","",4.262,7.911,9.956,100.671,147.67,63.606,"63",2,4,21.734,12.75,17.94,"$15,001 - $25,000",1375
"79","sub-019","2023-10-14","23:36:6","23:59:1","Strategy Use",3,"FGV3524","Neither","91","96",10,22,81,7,17,9,18,24,6,25,16,9,3,"No",NA,"39","Female","Female","White or Caucasian","Married","9","Some high school",FALSE,1536,864,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.31,0.371214223865411,4,"","",6.963,3.519,5.198,100.671,147.67,63.606,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1375
"80","sub-019","2023-10-14","23:36:6","23:59:1","Strategy Use",4,"HIU8424","Distraction","94","100",10,22,81,7,17,9,18,24,6,25,16,9,3,"No",NA,"39","Female","Female","White or Caucasian","Married","9","Some high school",FALSE,1536,864,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.31,0.371214223865411,4,"","",3.358,4.408,4.022,100.671,147.67,63.606,"73",1,4,15.543,10.344,6.7,"$15,001 - $25,000",1375
"81","sub-020","2023-10-14","23:32:59","23:59:17","Strategy Use",1,"HIU8424","Reappraisal","10","70",7,29,64,10,9,8,20,9,8,17,11,6,0,"No",NA,"67","Female","Female","White or Caucasian","Widowed","14","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.214,0.254813657404779,4,"the questions where I had to move the marker on the bar did not work well, I couldn't easily move the marker and had trouble continuing to the next page.","",12.401,11.406,14.1,108.339,172.05,61.703,"92",5,0,26.238,9.751,7.841,"$35,001 - $50,000",1578
"82","sub-020","2023-10-14","23:32:59","23:59:17","Strategy Use",2,"FGV3524","Reappraisal","29","58",7,29,64,10,9,8,20,9,8,17,11,6,0,"No",NA,"67","Female","Female","White or Caucasian","Widowed","14","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.214,0.254813657404779,4,"the questions where I had to move the marker on the bar did not work well, I couldn't easily move the marker and had trouble continuing to the next page.","",9.704,23.984,24.621,108.339,172.05,61.703,"79",4,0,37.675,16.153,5.071,"$35,001 - $50,000",1578
"83","sub-020","2023-10-14","23:32:59","23:59:17","Strategy Use",3,"ARF1665","Reappraisal","27","38",7,29,64,10,9,8,20,9,8,17,11,6,0,"No",NA,"67","Female","Female","White or Caucasian","Widowed","14","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.214,0.254813657404779,4,"the questions where I had to move the marker on the bar did not work well, I couldn't easily move the marker and had trouble continuing to the next page.","",6.969,35.436,25.329,108.339,172.05,61.703,"91",5,0,19.777,7.294,9.18,"$35,001 - $50,000",1578
"84","sub-020","2023-10-14","23:32:59","23:59:17","Strategy Use",4,"CNL1892","Neither","20","28",7,29,64,10,9,8,20,9,8,17,11,6,0,"No",NA,"67","Female","Female","White or Caucasian","Widowed","14","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.214,0.254813657404779,4,"the questions where I had to move the marker on the bar did not work well, I couldn't easily move the marker and had trouble continuing to the next page.","",11.407,20.027,15.987,108.339,172.05,61.703,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1578
"85","sub-021","2023-10-15","0:14:25","0:37:35","Strategy Forecast",1,"FGV3524","Reappraisal","0","3",10,24,75,11,15,5,13,19,12,17,13,4,3,"No",NA,"27","Female","Female","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,1680,1050,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.346,0.283866165648532,4,"No difficulties once I was logged onto a desktop.","",21.225,11.372,30.487,68.564,144.071,53.449,"100",0,6,10.199,12.602,7.047," $100,001 - $150,000",1390
"86","sub-021","2023-10-15","0:14:25","0:37:35","Strategy Forecast",2,"ARF1665","Distraction","0","35",10,24,75,11,15,5,13,19,12,17,13,4,3,"No",NA,"27","Female","Female","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,1680,1050,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.346,0.283866165648532,4,"No difficulties once I was logged onto a desktop.","",5.428,4.928,14.546,68.564,144.071,53.449,"75",3,4,8.552,5.358,3.729," $100,001 - $150,000",1390
"87","sub-021","2023-10-15","0:14:25","0:37:35","Strategy Forecast",3,"CNL1892","Distraction","10","11",10,24,75,11,15,5,13,19,12,17,13,4,3,"No",NA,"27","Female","Female","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,1680,1050,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.346,0.283866165648532,4,"No difficulties once I was logged onto a desktop.","",8.813,9.867,20.339,68.564,144.071,53.449,"42",3,5,8.333,4.706,3.528," $100,001 - $150,000",1390
"88","sub-021","2023-10-15","0:14:25","0:37:35","Strategy Forecast",4,"HIU8424","Reappraisal","8","57",10,24,75,11,15,5,13,19,12,17,13,4,3,"No",NA,"27","Female","Female","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,1680,1050,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.346,0.283866165648532,4,"No difficulties once I was logged onto a desktop.","",7.267,5.973,8.716,68.564,144.071,53.449,"28",5,2,12.827,4.045,5.877," $100,001 - $150,000",1390
"89","sub-022","2023-10-16","19:59:56","20:19:53","Strategy Use",1,"HIU8424","Neither","6","65",23,12,96,22,14,8,23,19,10,37,25,12,3,"No",NA,"22","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1746,1092,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.518,0.275263510113492,4,"","",6.877,6.02,14.29,54.589,130.802,56.833,NA,NA,NA,NA,NA,NA,"Under $15,000",1197
"90","sub-022","2023-10-16","19:59:56","20:19:53","Strategy Use",2,"CNL1892","Reappraisal","59","37",23,12,96,22,14,8,23,19,10,37,25,12,3,"No",NA,"22","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1746,1092,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.518,0.275263510113492,4,"","",4.278,6.717,9.168,54.589,130.802,56.833,"70",4,1,7.35,10.702,4.428,"Under $15,000",1197
"91","sub-022","2023-10-16","19:59:56","20:19:53","Strategy Use",3,"FGV3524","Reappraisal","35","15",23,12,96,22,14,8,23,19,10,37,25,12,3,"No",NA,"22","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1746,1092,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.518,0.275263510113492,4,"","",1.844,6.326,6.018,54.589,130.802,56.833,"99",0,0,12.598,2.751,2.045,"Under $15,000",1197
"92","sub-022","2023-10-16","19:59:56","20:19:53","Strategy Use",4,"ARF1665","Reappraisal","20","11",23,12,96,22,14,8,23,19,10,37,25,12,3,"No",NA,"22","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1746,1092,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.518,0.275263510113492,4,"","",2.741,5.861,7.15,54.589,130.802,56.833,"87",5,1,4.078,9.086,2.501,"Under $15,000",1197
"93","sub-023","2023-10-16","20:3:4","20:21:13","Strategy Use",1,"FGV3524","Neither","0","1",1,17,57,1,21,6,14,10,5,12,9,3,5,"No",NA,"26","Non-binary / Third gender","Female","Hispanic or Latino","Single","","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"chrome","116.0.0",FALSE,"Mac OS",TRUE,60.312,0.266589572189161,4,"","",5.757,19.745,13.453,61.373,107.521,66.612,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1089
"94","sub-023","2023-10-16","20:3:4","20:21:13","Strategy Use",2,"HIU8424","Neither","0","56",1,17,57,1,21,6,14,10,5,12,9,3,5,"No",NA,"26","Non-binary / Third gender","Female","Hispanic or Latino","Single","","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"chrome","116.0.0",FALSE,"Mac OS",TRUE,60.312,0.266589572189161,4,"","",8.959,5.772,16.534,61.373,107.521,66.612,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1089
"95","sub-023","2023-10-16","20:3:4","20:21:13","Strategy Use",3,"CNL1892","Reappraisal","42","59",1,17,57,1,21,6,14,10,5,12,9,3,5,"No",NA,"26","Non-binary / Third gender","Female","Hispanic or Latino","Single","","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"chrome","116.0.0",FALSE,"Mac OS",TRUE,60.312,0.266589572189161,4,"","",8.603,4.991,10.936,61.373,107.521,66.612,"72",2,4,8.909,11.946,3.782,"$35,001 - $50,000",1089
"96","sub-023","2023-10-16","20:3:4","20:21:13","Strategy Use",4,"ARF1665","Neither","56","80",1,17,57,1,21,6,14,10,5,12,9,3,5,"No",NA,"26","Non-binary / Third gender","Female","Hispanic or Latino","Single","","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"chrome","116.0.0",FALSE,"Mac OS",TRUE,60.312,0.266589572189161,4,"","",10.171,4.716,5.588,61.373,107.521,66.612,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1089
"97","sub-024","2023-10-16","20:20:29","20:38:48","Strategy Use",1,"HIU8424","Reappraisal","5","79",9,24,50,3,10,4,22,5,6,16,13,3,0,"No",NA,"64","Male","Male","White or Caucasian","Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1280,720,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.426,0.642907458348399,4,"","",8.579,9.887,6.315,78.125,129.465,60.012,"25",1,6,9.536,8.293,7.251,"$50,001 - $75,000",1099
"98","sub-024","2023-10-16","20:20:29","20:38:48","Strategy Use",2,"ARF1665","Reappraisal","11","95",9,24,50,3,10,4,22,5,6,16,13,3,0,"No",NA,"64","Male","Male","White or Caucasian","Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1280,720,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.426,0.642907458348399,4,"","",3.485,8.224,5.464,78.125,129.465,60.012,"16",1,5,2.875,4.033,2.936,"$50,001 - $75,000",1099
"99","sub-024","2023-10-16","20:20:29","20:38:48","Strategy Use",3,"CNL1892","Neither","13","50",9,24,50,3,10,4,22,5,6,16,13,3,0,"No",NA,"64","Male","Male","White or Caucasian","Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1280,720,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.426,0.642907458348399,4,"","",3.719,3.683,11.997,78.125,129.465,60.012,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1099
"100","sub-024","2023-10-16","20:20:29","20:38:48","Strategy Use",4,"FGV3524","Neither","4","58",9,24,50,3,10,4,22,5,6,16,13,3,0,"No",NA,"64","Male","Male","White or Caucasian","Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1280,720,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.426,0.642907458348399,4,"","",5.118,3.793,6.733,78.125,129.465,60.012,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1099
"101","sub-025","2023-10-16","20:21:12","20:40:51","Strategy Forecast",1,"CNL1892","Reappraisal","10","40",20,27,48,3,7,2,23,3,10,17,15,2,0,"No",NA,"40","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1280,720,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.474,0.270795125510042,4,"None","No",13.914,11.24,20.605,62.666,124.924,52.78,"65",1,3,15.534,10.102,8.107," $100,001 - $150,000",1179
"102","sub-025","2023-10-16","20:21:12","20:40:51","Strategy Forecast",2,"HIU8424","Distraction","25","100",20,27,48,3,7,2,23,3,10,17,15,2,0,"No",NA,"40","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1280,720,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.474,0.270795125510042,4,"None","No",2.651,14.299,23.954,62.666,124.924,52.78,"88",1,2,5.51,6.991,5.404," $100,001 - $150,000",1179
"103","sub-025","2023-10-16","20:21:12","20:40:51","Strategy Forecast",3,"FGV3524","Reappraisal","92","40",20,27,48,3,7,2,23,3,10,17,15,2,0,"No",NA,"40","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1280,720,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.474,0.270795125510042,4,"None","No",2.811,11.724,13.585,62.666,124.924,52.78,"59",2,1,1.838,4.448,3.083," $100,001 - $150,000",1179
"104","sub-025","2023-10-16","20:21:12","20:40:51","Strategy Forecast",4,"ARF1665","Reappraisal","41","74",20,27,48,3,7,2,23,3,10,17,15,2,0,"No",NA,"40","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1280,720,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.474,0.270795125510042,4,"None","No",2.189,4.153,6.105,62.666,124.924,52.78,"77",3,3,2.445,1.935,1.796," $100,001 - $150,000",1179
"105","sub-026","2023-10-16","20:40:46","21:0:26","Strategy Use",1,"HIU8424","Reappraisal","22","85",10,22,50,4,10,3,19,8,6,11,9,2,0,"No",NA,"64","Female","Female","White or Caucasian","Married","17","Undergradaute degree (BA, BS, etc.)",FALSE,1470,920,TRUE,"chrome","117.0.0",FALSE,"Mac OS",TRUE,60.506,0.195012820091398,4,"","",9.495,31.024,27.114,57.165,115.745,47.027,"79",2,4,62.002,11.752,8.253,"$75,001 - $100,000",1180
"106","sub-026","2023-10-16","20:40:46","21:0:26","Strategy Use",2,"ARF1665","Reappraisal","22","75",10,22,50,4,10,3,19,8,6,11,9,2,0,"No",NA,"64","Female","Female","White or Caucasian","Married","17","Undergradaute degree (BA, BS, etc.)",FALSE,1470,920,TRUE,"chrome","117.0.0",FALSE,"Mac OS",TRUE,60.506,0.195012820091398,4,"","",3.897,10.926,5.615,57.165,115.745,47.027,"66",3,3,7.686,3.942,2.392,"$75,001 - $100,000",1180
"107","sub-026","2023-10-16","20:40:46","21:0:26","Strategy Use",3,"FGV3524","Neither","26","62",10,22,50,4,10,3,19,8,6,11,9,2,0,"No",NA,"64","Female","Female","White or Caucasian","Married","17","Undergradaute degree (BA, BS, etc.)",FALSE,1470,920,TRUE,"chrome","117.0.0",FALSE,"Mac OS",TRUE,60.506,0.195012820091398,4,"","",6.61,3.238,7.955,57.165,115.745,47.027,NA,NA,NA,NA,NA,NA,"$75,001 - $100,000",1180
