"","PID","Stage","Question","FirstClick","LastClick","PageSubmit","ClickCount","Response","Answer","Correct"
"322","A-013","Immediate Post-Exposure","B07","1.003","2.811","6.746","2","ball","ball",1
"323","A-013","Immediate Post-Exposure","B08","0.913","5.328","7.359","4","gas","gas",1
"324","A-013","Immediate Post-Exposure","B09","0.754","2.344","15.08","2","NO ANSWER","dog",0
"325","A-013","Immediate Post-Exposure","B10","0.667","6.873","10.015","5","air","air",1
"326","A-013","Immediate Post-Exposure","B11","0.839","1.743","8.474","2","check","check",1
"327","A-013","Immediate Post-Exposure","B12","0.752","10.001","14.813","2","credit","post",0
"328","A-013","Immediate Post-Exposure","B13","0.875","3.085","15.09","3","NO ANSWER","steam",0
"329","A-013","Immediate Post-Exposure","B14","0.003","7.363","10.364","8","egg","jelly",0
"330","A-013","Immediate Post-Exposure","B15","0.441","12.713","15.084","6","NO ANSWER","broad",0
"331","A-019","Immediate Post-Exposure","B01","0.508","1.38","4.165","2","watch","watch",1
"332","A-019","Immediate Post-Exposure","B02","0.464","1.132","3.868","2","bill","bill",1
"333","A-019","Immediate Post-Exposure","B03","0.557","4.259","4.974","3","sugar","sugar",1
"334","A-019","Immediate Post-Exposure","B04","0.834","3.7","15.298","2","NO ANSWER","bank",0
"335","A-019","Immediate Post-Exposure","B05","0.6","1.239","4.57","2","space","space",1
"336","A-019","Immediate Post-Exposure","B06","0.879","1.822","10.603","2","flake","bowl",0
"337","A-019","Immediate Post-Exposure","B07","0.485","5.13","8.084","2","figure","ball",0
"338","A-019","Immediate Post-Exposure","B08","0.551","5.467","6.079","3","gas","gas",1
"339","A-019","Immediate Post-Exposure","B09","0.515","10.039","12.627","4","ball","dog",0
"340","A-019","Immediate Post-Exposure","B10","0.933","2.013","7.44","3","box","air",0
"341","A-019","Immediate Post-Exposure","B11","0.659","9.119","12.275","3","page","check",0
"342","A-019","Immediate Post-Exposure","B12","1.419","3.176","7.447","3","dealer","post",0
"343","A-019","Immediate Post-Exposure","B13","0.465","1.207","15.053","2","co==","steam",0
"344","A-019","Immediate Post-Exposure","B14","0.549","9.478","15.069","2","NO ANSWER","jelly",0
"345","A-019","Immediate Post-Exposure","B15","0.238","13.604","15.302","5","in","broad",0
"346","A-020","Immediate Post-Exposure","C01","1.612","1.612","11.051","1","Boat","sore",0
"347","A-020","Immediate Post-Exposure","C02","1.372","1.372","9.113","1","Still","chair",0
"348","A-020","Immediate Post-Exposure","C03","1.491","1.491","6.253","1","Stop","day",0
"349","A-020","Immediate Post-Exposure","C04","2.392","2.392","11.692","1","Buck","pot",0
"350","A-020","Immediate Post-Exposure","C05","2.737","2.737","6.584","1","Same","blind",0
"351","A-020","Immediate Post-Exposure","C06","2.397","2.397","12.637","1","Cake","candle",0
"352","A-020","Immediate Post-Exposure","C07","1.363","1.363","4.646","1","Stop","cart",0
"353","A-020","Immediate Post-Exposure","C08","1.974","1.974","15.106","1","Eart","camp",0
"354","A-020","Immediate Post-Exposure","C09","2.037","2.037","12.802","1","Stall","station",0
"355","A-020","Immediate Post-Exposure","C10","1.209","1.209","7.089","1","Good","mark",0
"356","A-020","Immediate Post-Exposure","C11","0.935","0.935","8.363","1","Wall","gate",0
"357","A-020","Immediate Post-Exposure","C12","3.15","3.15","10.448","1","vacation","field",0
"358","A-020","Immediate Post-Exposure","C13","2.373","2.373","6.239","1","Pull","tow",0
"359","A-020","Immediate Post-Exposure","C14","1.41","1.41","6.484","1","Food","salad",0
"360","A-020","Immediate Post-Exposure","C15","1.177","1.177","8.66","1","Line","lip",0
"361","A-016","Immediate Post-Exposure","B01","0.688","2.113","4.55","2","watch","watch",1
"362","A-016","Immediate Post-Exposure","B02","0.52","8.834","9.482","3","sign","bill",0
"363","A-016","Immediate Post-Exposure","B03","0.901","8.458","9.202","3","sugar","sugar",1
"364","A-016","Immediate Post-Exposure","B04","0.874","2.075","6.922","2","water","bank",0
"365","A-016","Immediate Post-Exposure","B05","0.765","7.165","9.97","2","front","space",0
"366","A-016","Immediate Post-Exposure","B06","0.617","1.513","8.719","2","gold","bowl",0
"367","A-016","Immediate Post-Exposure","B07","0.765","7.61","8.601","3","shoe","ball",0
"368","A-016","Immediate Post-Exposure","B08","0.79","8.145","8.984","4","cover","gas",0
"369","A-016","Immediate Post-Exposure","B09","0.731","4.524","8.833","2","plate","dog",0
"370","A-016","Immediate Post-Exposure","B10","0.848","1.833","6.608","2","field","air",0
"371","A-016","Immediate Post-Exposure","B11","0.785","6.474","9.536","4","space","check",0
"372","A-016","Immediate Post-Exposure","B12","0.987","2.128","6.597","2","credit","post",0
"373","A-016","Immediate Post-Exposure","B13","0.776","1.848","8.37","2","handle","steam",0
"374","A-016","Immediate Post-Exposure","B14","0.61","5.033","11.989","2","lean","jelly",0
"375","A-016","Immediate Post-Exposure","B15","0.56","1.652","6.736","2","high","broad",0
"376","A-018","Immediate Post-Exposure","A01","0.006","4.516","9.675","5","WORK","boat",0
"377","A-018","Immediate Post-Exposure","A02","0.411","4.632","9.097","4","HONEY","honey",1
"378","A-018","Immediate Post-Exposure","A03","0.497","5.07","5.84","3","PIN","pin",1
"379","A-018","Immediate Post-Exposure","A04","0.426","4.005","15.221","5","PATTERN","blue",0
"380","A-018","Immediate Post-Exposure","A05","0.548","5.381","15.162","5","BRA","soap",0
"381","A-018","Immediate Post-Exposure","A06","0.612","4.03","6.36","4","REST","fast",0
"382","A-018","Immediate Post-Exposure","A07","0.441","11.473","12.32","7","C","copy",0
"383","A-018","Immediate Post-Exposure","A08","0.738","4.367","9.056","4","WOOD","saw",0
"384","A-018","Immediate Post-Exposure","A09","0.7","4.011","9.465","4","MILITARY","top",0
"385","A-018","Immediate Post-Exposure","A10","0.587","4.68","12.835","4","RODENT","pack",0
"386","A-018","Immediate Post-Exposure","A11","0.547","1.301","6.851","2","BAND","under",0
"387","A-018","Immediate Post-Exposure","A12","0.504","4.773","11.411","5","BODY","sweet",0
"388","A-018","Immediate Post-Exposure","A13","0.463","3.699","15.15","4","NO ANSWER","suit",0
"389","A-018","Immediate Post-Exposure","A14","0.507","3.006","9.63","3","DECK","battle",0
"390","A-018","Immediate Post-Exposure","A15","0.69","1.614","6.077","2","FARM","power",0
"391","A-004","Immediate Post-Exposure","B01","2.035","2.035","11.061","1","stand","watch",0
"392","A-004","Immediate Post-Exposure","B02","0.494","5.995","15.126","5","currency","bill",0
"393","A-004","Immediate Post-Exposure","B03","0.516","5.43","10.215","4","sugar","sugar",1
"394","A-004","Immediate Post-Exposure","B04","2.433","2.433","12.895","1","ocean","bank",0
"395","A-004","Immediate Post-Exposure","B05","1.701","1.701","11.277","1","marine","space",0
"396","A-004","Immediate Post-Exposure","B06","0.778","2.02","13.855","3","food","bowl",0
"397","A-004","Immediate Post-Exposure","B07","1.499","1.499","12.487","1","flake","ball",0
"398","A-004","Immediate Post-Exposure","B08","1.47","1.47","7.8","1","gas","gas",1
"399","A-004","Immediate Post-Exposure","B09","0.513","1.801","15.133","2","NO ANSWER","dog",0
"400","A-004","Immediate Post-Exposure","B10","1.671","1.671","11.142","1","man","air",0
"401","A-004","Immediate Post-Exposure","B11","1.56","2.201","15.023","2","friends","check",0
"402","A-004","Immediate Post-Exposure","B12","0.191","6.441","11.126","3","key","post",0
"403","A-004","Immediate Post-Exposure","B13","1.807","3.006","13.747","2","motor","steam",0
"404","A-004","Immediate Post-Exposure","B14","0.309","10.19","14.361","4","lobster","jelly",0
"405","A-004","Immediate Post-Exposure","B15","1.765","1.765","15.143","1","actor","broad",0
"406","A-024","Pre-Exposure","C01","2.604","4.326","7.859","2","sick","sore",0
"407","A-024","Pre-Exposure","C02","0.758","2.715","13.571","2","playground","chair",0
"408","A-024","Pre-Exposure","C03","1.695","6.234","10.38","2","sleep","day",0
"409","A-024","Pre-Exposure","C04","0.769","2.52","14.297","2","potluck","pot",0
"410","A-024","Pre-Exposure","C05","0.705","4.824","15.191","2","pap","blind",0
"411","A-024","Pre-Exposure","C06","0.92","2.117","7.21","2","candle","candle",1
"412","A-024","Pre-Exposure","C07","1.603","3.427","6.625","2","mall","cart",0
"413","A-024","Pre-Exposure","C08","0.91","3.71","14.282","2","summer camp","camp",0
"414","A-024","Pre-Exposure","C09","1.738","6.695","15.14","3","fall","station",0
"415","A-024","Pre-Exposure","C10","0.94","4.674","10.195","3","test","mark",0
"416","A-024","Pre-Exposure","C11","0.984","7.919","11.242","4","weather","gate",0
"417","A-024","Pre-Exposure","C12","1.289","3.724","13.657","3","vacation home","field",0
"418","A-024","Pre-Exposure","C13","1.484","13.007","15.115","3","NO ANSWER","tow",0
"419","A-024","Pre-Exposure","C14","1.473","3.827","9.18","2","Ocean","salad",0
"420","A-024","Pre-Exposure","C15","1.209","4.648","8.376","2","teacher","lip",0
"421","A-021","Pre-Exposure","C01","1.428","2.979","15.02","2","NO ANSWER","sore",0
"422","A-021","Pre-Exposure","C02","0.054","7.967","9.142","4","chair","chair",1
"423","A-021","Pre-Exposure","C03","1.513","11.818","15.215","6","big","day",0
"424","A-021","Pre-Exposure","C04","2.313","11.433","12.619","3","pot","pot",1
"425","A-021","Pre-Exposure","C05","4.029","5.264","15.023","2","f","blind",0
"426","A-021","Pre-Exposure","C06","7.151","8.904","15.023","2","NO ANSWER","candle",0
"427","A-021","Pre-Exposure","C07","2.449","3.712","15.135","2","NO ANSWER","cart",0
"428","A-021","Pre-Exposure","C08","2.982","12.989","15.12","4","camp","camp",1
"429","A-021","Pre-Exposure","C09","2.375","3.492","15.125","2","show","station",0
"430","A-021","Pre-Exposure","C10","2.145","3.489","15.024","2","NO ANSWER","mark",0
"431","A-021","Pre-Exposure","C11","2.897","4.409","15.026","2","NO ANSWER","gate",0
"432","A-021","Pre-Exposure","C12","1.657","13.735","15.055","3","dream","field",0
"433","A-021","Pre-Exposure","C13","2","3.756","15.121","2","up","tow",0
"434","A-021","Pre-Exposure","C14","3.124","14.852","15.132","3","motor","salad",0
"435","A-021","Pre-Exposure","C15","2.741","4.021","15.023","2","self","lip",0
"436","A-025","Pre-Exposure","A01","5.276","5.276","15.103","1","home","boat",0
"437","A-025","Pre-Exposure","A02","2.97","2.97","7.66","1","honey","honey",1
"438","A-025","Pre-Exposure","A03","0.137","2.521","8.245","2","pin","pin",1
"439","A-025","Pre-Exposure","A04","5.817","7.889","9.667","2","ink","blue",0
"440","A-025","Pre-Exposure","A05","3.651","3.651","7.583","1","soap","soap",1
"441","A-025","Pre-Exposure","A06","3.919","3.919","9.569","1","bone","fast",0
"442","A-025","Pre-Exposure","A07","5.28","5.28","12.912","1","neutral","copy",0
"443","A-025","Pre-Exposure","A08","7.892","7.892","12.598","1","bone","saw",0
"444","A-025","Pre-Exposure","A09","3.381","3.381","12.773","1","Bunker","top",0
"445","A-025","Pre-Exposure","A10","2.84","2.84","10.971","1","pack","pack",1
"446","A-025","Pre-Exposure","A11","0.087","3.592","11.841","2","band","under",0
"447","A-025","Pre-Exposure","A12","3.757","3.757","15.014","1","round","sweet",0
"448","A-025","Pre-Exposure","A13","0.319","0.319","15.025","1","dog","suit",0
"449","A-025","Pre-Exposure","A14","2.364","2.364","8.682","1","envelope","battle",0
"450","A-025","Pre-Exposure","A15","2.902","2.902","10.179","1","soil","power",0
"451","A-022","Pre-Exposure","A01","3.016","11.104","12.444","2","Boat","boat",1
"452","A-022","Pre-Exposure","A02","3.433","6.866","8.532","2","Honey","honey",1
"453","A-022","Pre-Exposure","A03","4.554","4.554","15.036","1","car","pin",0
"454","A-022","Pre-Exposure","A04","8.326","8.326","15.044","1","Tree","blue",0
"455","A-022","Pre-Exposure","A05","4.257","4.257","15.027","1","S","soap",0
"456","A-022","Pre-Exposure","A06","3.739","14.709","15.139","2","Lunch","fast",0
"457","A-022","Pre-Exposure","A07","4.816","4.816","15.147","1","NO ANSWER","copy",0
"458","A-022","Pre-Exposure","A08","4.229","4.229","15.138","1","NO ANSWER","saw",0
"459","A-022","Pre-Exposure","A09","3.737","13.066","14.904","2","Lock","top",0
"460","A-022","Pre-Exposure","A10","6.985","6.985","15.043","1","/////////////","pack",0
"461","A-022","Pre-Exposure","A11","5.716","5.716","15.18","1","Sleeve","under",0
"462","A-022","Pre-Exposure","A12","4.718","9.102","13.619","2","Head","sweet",0
"463","A-022","Pre-Exposure","A13","3.695","12.67","15.125","2","Field","suit",0
"464","A-022","Pre-Exposure","A14","4.742","12.934","15.024","3","P","battle",0
"465","A-022","Pre-Exposure","A15","4.267","10.82","13.405","2","Farm","power",0
"466","A-026","Pre-Exposure","B01","3.275","3.275","5.297","1","watch","watch",1
"467","A-026","Pre-Exposure","B02","2.37","2.37","5.201","1","bill","bill",1
"468","A-026","Pre-Exposure","B03","4.507","4.507","6.732","1","sugar","sugar",1
"469","A-026","Pre-Exposure","B04","3.477","3.477","10.765","1","bill","bank",0
"470","A-026","Pre-Exposure","B05","2.424","2.424","7.738","1","pilot","space",0
"471","A-026","Pre-Exposure","B06","5.378","5.378","10.076","1","milk","bowl",0
"472","A-026","Pre-Exposure","B07","3.106","5.282","8.062","2","shoe","ball",0
"473","A-026","Pre-Exposure","B08","2.658","2.658","15.066","1","water","gas",0
"474","A-026","Pre-Exposure","B09","2.435","2.435","4.848","1","plate","dog",0
"475","A-026","Pre-Exposure","B10","3.535","3.535","6.999","1","box","air",0
"476","A-026","Pre-Exposure","B11","2.309","2.309","10.687","1","friend","check",0
"477","A-026","Pre-Exposure","B12","3.546","3.546","6.691","1","post","post",1
"478","A-026","Pre-Exposure","B13","4.484","4.484","10.697","1","car","steam",0
"479","A-026","Pre-Exposure","B14","1.981","1.981","8.08","1","sauce","jelly",0
"480","A-026","Pre-Exposure","B15","4.362","4.362","8.218","1","high","broad",0
"481","A-028","Pre-Exposure","A01","8.458","8.458","11.905","1","BOAT","boat",1
"482","A-028","Pre-Exposure","A02","4.981","4.981","14.451","1","MORNING","honey",0
"483","A-028","Pre-Exposure","A03","0.17","4.243","15.205","2","NO ANSWER","pin",0
"484","A-028","Pre-Exposure","A04","4.158","4.158","11.215","1","BLUE","blue",1
"485","A-028","Pre-Exposure","A05","3.389","3.389","7.549","1","SOAP","soap",1
"486","A-028","Pre-Exposure","A06","3.581","3.581","15.056","1","MOVE","fast",0
"487","A-028","Pre-Exposure","A07","4.932","4.932","15.093","1","NO ANSWER","copy",0
"488","A-028","Pre-Exposure","A08","9.149","10.198","15.125","2","SAW","saw",1
"489","A-028","Pre-Exposure","A09","6.17","6.17","15.094","1","NO ANSWER","top",0
"490","A-028","Pre-Exposure","A10","2.591","2.591","5.586","1","PACK","pack",1
"491","A-028","Pre-Exposure","A11","6.252","6.252","15.063","1","OUTER","under",0
"492","A-028","Pre-Exposure","A12","1.866","1.866","9.127","1","SWEET","sweet",1
"493","A-028","Pre-Exposure","A13","3.305","3.305","15.064","1","NO ANSWER","suit",0
"494","A-028","Pre-Exposure","A14","8.244","9.94","15.241","2","WRECK","battle",0
"495","A-028","Pre-Exposure","A15","8.098","8.098","15.094","1","RA","power",0
"496","A-027","Pre-Exposure","C01","2.234","3.761","12.612","2","sore","sore",1
"497","A-027","Pre-Exposure","C02","4.107","11.721","12.935","3","chair","chair",1
"498","A-027","Pre-Exposure","C03","1.958","7.567","8.656","3","wake","day",0
"499","A-027","Pre-Exposure","C04","1.976","3.576","10.421","2","dessert","pot",0
"500","A-027","Pre-Exposure","C05","2.267","8.393","9.598","3","laundry","blind",0
"501","A-027","Pre-Exposure","C06","2.522","7.234","8.759","3","candle","candle",1
"502","A-027","Pre-Exposure","C07","2.898","5.235","10.056","2","cart","cart",1
"503","A-027","Pre-Exposure","C08","2.309","3.454","10.949","2","flip flop","camp",0
"504","A-027","Pre-Exposure","C09","2.809","4.755","15.134","2","NO ANSWER","station",0
"505","A-027","Pre-Exposure","C10","2.584","3.632","8.036","2","check mark","mark",0
"506","A-027","Pre-Exposure","C11","1.9","4.551","8.617","3","shark","gate",0
"507","A-027","Pre-Exposure","C12","4.45","5.642","15.183","2","plane","field",0
"508","A-027","Pre-Exposure","C13","2.697","3.794","15.066","2","belt","tow",0
"509","A-027","Pre-Exposure","C14","3.795","9.211","10.329","3","fish","salad",0
"510","A-027","Pre-Exposure","C15","2.582","3.773","9.403","2","glasses","lip",0
"511","A-030","Pre-Exposure","C01","7.355","7.355","15.006","1","NO ANSWER","sore",0
"512","A-030","Pre-Exposure","C02","2.715","2.715","15.009","1","NO ANSWER","chair",0
"513","A-030","Pre-Exposure","C03","3.609","3.609","8.435","1","NIGHT","day",0
"514","A-030","Pre-Exposure","C04","2.499","2.499","10.868","1","BODY","pot",0
"515","A-030","Pre-Exposure","C05","1.998","1.998","15.009","1","NO ANSWER","blind",0
"516","A-030","Pre-Exposure","C06","5.685","5.685","9.226","1","CAKE","candle",0
"517","A-030","Pre-Exposure","C07","1.687","1.687","6.344","1","CAR","cart",0
"518","A-030","Pre-Exposure","C08","3.098","10.469","13.196","2","WEATHER","camp",0
"519","A-030","Pre-Exposure","C09","3.83","3.83","7.383","1","MUSIC","station",0
"520","A-030","Pre-Exposure","C10","1.407","2.286","9.469","2","SOLUTION","mark",0
"521","A-030","Pre-Exposure","C11","9.875","9.875","13.759","1","NATURE","gate",0
"522","A-030","Pre-Exposure","C12","1.551","1.551","7.47","1","TRAVEL","field",0
"523","A-030","Pre-Exposure","C13","8.967","8.967","15.015","1","NO ANSWER","tow",0
"524","A-030","Pre-Exposure","C14","3.741","3.741","7.482","1","CAR","salad",0
"525","A-030","Pre-Exposure","C15","0","0","10.456","0","NO ANSWER","lip",0
"526","A-029","Pre-Exposure","B01","0.697","3.38","11.622","2","LIGHT","watch",0
"527","A-029","Pre-Exposure","B02","0.016","13.149","15.027","4","NO ANSWER","bill",0
"528","A-029","Pre-Exposure","B03","0.044","5.061","5.818","4","SUGAR","sugar",1
"529","A-029","Pre-Exposure","B04","0.878","6.514","15.024","3","BOOK","bank",0
