"","PID","Stage","Section","TimeFirstClick","TimeLastClick","TimeSubmission","TimeClickCount","Recall","RecencyDiscrim","Answer"
"98","A-020","Immediate Post-Exposure","Delirium","9.642","79.327","125.479","3","Sunglasses on, felt like a little buzz. Other than that I saw very bright neon color.
","2","Get Glasses / Put on Glasses"
"99","A-020","Immediate Post-Exposure","Delirium","9.642","79.327","125.479","3","Sunglasses on, felt like a little buzz. Other than that I saw very bright neon color.
","3","Spinning Tunnel"
"100","A-020","Immediate Post-Exposure","Delirium","9.642","79.327","125.479","3","Sunglasses on, felt like a little buzz. Other than that I saw very bright neon color.
","4","Shaky floor / Bridge"
"101","A-020","Immediate Post-Exposure","Delirium","9.642","79.327","125.479","3","Sunglasses on, felt like a little buzz. Other than that I saw very bright neon color.
","5","Snake on Ledge"
"102","A-020","Immediate Post-Exposure","Crypt","4.21","91.543","123.143","2","Not so bright, darker colors. Can not remember that much. The crypt was the same way i felt for the Delirium.","1","Bus"
"103","A-020","Immediate Post-Exposure","Crypt","4.21","91.543","123.143","2","Not so bright, darker colors. Can not remember that much. The crypt was the same way i felt for the Delirium.","2","Jail Cells with Foliage / Nets"
"104","A-020","Immediate Post-Exposure","Crypt","4.21","91.543","123.143","2","Not so bright, darker colors. Can not remember that much. The crypt was the same way i felt for the Delirium.","3","Bodies Hanging in Meat Freezer"
"105","A-020","Immediate Post-Exposure","Crypt","4.21","91.543","123.143","2","Not so bright, darker colors. Can not remember that much. The crypt was the same way i felt for the Delirium.","4","Up the Stairs"
"106","A-020","Immediate Post-Exposure","Crypt","4.21","91.543","123.143","2","Not so bright, darker colors. Can not remember that much. The crypt was the same way i felt for the Delirium.","5","Large Monsters over Railing"
"107","A-016","Immediate Post-Exposure","Delirium","2.559","51.13","132.132","8","it wasn't too scary, I just remember walking through exhibits where the people were staying away from me and doing more skits. It was a little had to decipher from the second part of the tour since the two exhibits were back to back. The black light 3-d glasses were cool but very disorienting. ","1","Splatter Paint"
"108","A-016","Immediate Post-Exposure","Delirium","2.559","51.13","132.132","8","it wasn't too scary, I just remember walking through exhibits where the people were staying away from me and doing more skits. It was a little had to decipher from the second part of the tour since the two exhibits were back to back. The black light 3-d glasses were cool but very disorienting. ","2","Get Glasses / Put on Glasses"
"109","A-016","Immediate Post-Exposure","Delirium","2.559","51.13","132.132","8","it wasn't too scary, I just remember walking through exhibits where the people were staying away from me and doing more skits. It was a little had to decipher from the second part of the tour since the two exhibits were back to back. The black light 3-d glasses were cool but very disorienting. ","3","Spinning Tunnel"
"110","A-016","Immediate Post-Exposure","Delirium","2.559","51.13","132.132","8","it wasn't too scary, I just remember walking through exhibits where the people were staying away from me and doing more skits. It was a little had to decipher from the second part of the tour since the two exhibits were back to back. The black light 3-d glasses were cool but very disorienting. ","4","Shaky floor / Bridge"
"111","A-016","Immediate Post-Exposure","Delirium","2.559","51.13","132.132","8","it wasn't too scary, I just remember walking through exhibits where the people were staying away from me and doing more skits. It was a little had to decipher from the second part of the tour since the two exhibits were back to back. The black light 3-d glasses were cool but very disorienting. ","5","Return Glasses"
"112","A-016","Immediate Post-Exposure","MachShop","3.5","3.5","122.376","1","the machine shop was very dark upon entering, and by the second person I was singled out from the group and not allowed to pass and let other participants go past because the person wouldn't let me by. if it weren't for that person, I don't believe I would have found this section as scary as I did. it was hard to see and the strobe lights definitely added to my fear as we continued to walk through the section. ","1","Chainsaw"
"113","A-016","Immediate Post-Exposure","MachShop","3.5","3.5","122.376","1","the machine shop was very dark upon entering, and by the second person I was singled out from the group and not allowed to pass and let other participants go past because the person wouldn't let me by. if it weren't for that person, I don't believe I would have found this section as scary as I did. it was hard to see and the strobe lights definitely added to my fear as we continued to walk through the section. ","2","Air Gun"
"114","A-016","Immediate Post-Exposure","MachShop","3.5","3.5","122.376","1","the machine shop was very dark upon entering, and by the second person I was singled out from the group and not allowed to pass and let other participants go past because the person wouldn't let me by. if it weren't for that person, I don't believe I would have found this section as scary as I did. it was hard to see and the strobe lights definitely added to my fear as we continued to walk through the section. ","3","Table Saw with Hand"
"115","A-016","Immediate Post-Exposure","MachShop","3.5","3.5","122.376","1","the machine shop was very dark upon entering, and by the second person I was singled out from the group and not allowed to pass and let other participants go past because the person wouldn't let me by. if it weren't for that person, I don't believe I would have found this section as scary as I did. it was hard to see and the strobe lights definitely added to my fear as we continued to walk through the section. ","4","Body Parts Hanging"
"116","A-016","Immediate Post-Exposure","MachShop","3.5","3.5","122.376","1","the machine shop was very dark upon entering, and by the second person I was singled out from the group and not allowed to pass and let other participants go past because the person wouldn't let me by. if it weren't for that person, I don't believe I would have found this section as scary as I did. it was hard to see and the strobe lights definitely added to my fear as we continued to walk through the section. ","5","Long Hallway with Strobes"
